geneko	mediaws	media	addtlCpd	growth
fig|208964.1.peg.4889	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.489	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4890	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4891	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4892	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4893	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4894	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4895	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4896	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4897	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4898	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4899	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.49	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.490	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4900	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4901	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4902	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4903	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4904	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4905	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4906	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4907	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4908	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4909	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.491	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4910	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4911	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4912	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4913	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4914	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4915	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4916	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4918	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4919	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.492	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4920	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4921	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4922	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4923	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4924	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4925	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4926	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4927	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4928	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4929	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.493	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4930	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4931	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4932	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4933	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4934	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4935	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4936	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4937	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4938	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4939	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.494	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4940	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4941	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4942	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4943	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4944	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4945	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4946	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4947	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4948	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4949	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.495	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4950	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4951	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4952	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4953	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4954	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4955	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4956	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4957	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4958	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4959	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.496	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4960	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4961	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4962	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4963	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4964	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4965	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4966	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4967	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4968	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4969	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.497	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4970	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4971	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4972	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4973	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4974	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4975	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4976	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4977	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4978	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4979	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.498	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4980	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4981	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4982	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4983	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4984	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4985	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4986	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4987	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4988	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4989	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.499	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4990	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4991	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4992	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4993	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4994	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4995	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4996	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4997	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.4998	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.4999	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.50	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.500	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5000	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5001	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5002	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5003	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5004	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5005	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5006	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5007	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5009	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.501	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5010	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5011	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5012	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5013	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5014	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5015	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5016	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5017	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5018	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5019	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.502	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5020	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5021	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5022	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5023	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5024	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5025	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5026	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5027	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5028	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5029	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.503	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5030	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5031	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5032	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5033	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5034	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5036	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5037	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5038	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5039	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.504	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5040	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5041	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5042	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5043	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5044	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5045	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5046	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5047	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5049	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.505	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5050	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5051	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5052	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5053	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5054	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5055	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5056	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5057	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5058	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5059	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.506	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5060	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5061	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5062	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5063	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5064	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5065	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5066	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5067	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5068	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5069	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.507	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5070	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5071	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5072	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5073	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5074	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5075	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5076	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5077	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5078	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5079	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.508	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5080	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5081	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5082	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5083	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5084	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5085	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5086	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5087	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5088	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5089	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.509	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5090	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5091	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5092	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5093	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5094	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5095	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5096	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5097	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5098	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5099	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.51	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.510	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5100	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5101	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5102	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5103	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5104	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5105	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5106	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5107	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5108	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5109	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.511	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5110	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5111	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5112	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5113	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5114	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5115	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5116	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5117	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5118	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5119	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.512	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5120	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5121	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5122	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5123	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5124	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5125	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5126	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5127	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5128	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5129	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.513	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5130	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5131	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5132	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5133	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5134	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5135	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5136	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5137	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5138	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5139	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.514	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5140	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5141	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5142	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5143	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5144	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5145	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5146	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5147	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5148	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5149	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.515	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5150	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5151	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5152	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5153	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5154	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5155	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5156	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5157	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5159	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.516	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5160	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5162	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5163	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5164	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5165	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5166	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5167	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5168	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5169	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.517	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5170	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5171	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5172	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5173	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5174	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5175	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5176	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5177	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5178	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5179	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.518	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5180	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5181	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5182	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5183	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5184	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5185	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5186	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5187	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5188	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5189	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.519	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5190	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5191	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5192	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5193	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5194	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5195	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5196	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5197	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5198	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5199	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.52	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.520	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5200	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5201	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5202	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5203	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5204	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5205	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5206	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5207	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5208	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5209	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.521	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5210	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5211	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5212	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5213	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5214	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5215	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5216	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5217	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5218	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5219	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.522	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5221	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5222	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5223	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5224	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5225	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5226	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5227	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5228	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5229	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.523	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5230	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5231	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5232	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5233	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5235	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5236	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5237	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5239	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.524	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5240	KBaseMedia	ArgonneLBMedia		0
fig|208964.1.peg.5241	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5242	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5243	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5244	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5245	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5246	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5247	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5248	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5249	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.525	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5250	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5251	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5252	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5253	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5254	KBaseMedia	ArgonneLBMedia		1
fig|208964.1.peg.5255	KBaseMedia	ArgonneLBMedia		1
